Energy Density,Pressure
2.952979385362977e-13,2.7263702298180517e-31
2.954849854942009e-13,2.729825186318991e-31
2.9567215093097105e-13,2.7332845210677604e-31
2.9585943492164995e-13,2.7367482396125487e-31
2.9604683754133427e-13,2.740216347508707e-31
2.9623435886516794e-13,2.743688850318627e-31
2.9642199896833554e-13,2.7471657536116167e-31
2.9660975792607643e-13,2.750647062964173e-31
2.9679763581367767e-13,2.754132783959862e-31
2.9698563270646663e-13,2.7576229221891913e-31
2.9717374867982583e-13,2.761117483249885e-31
2.973619838091853e-13,2.7646164727467622e-31
2.975503381700158e-13,2.768119896291611e-31
2.977388118378431e-13,2.771627759503465e-31
2.979274048882408e-13,2.7751400680084774e-31
2.98116117396823e-13,2.778656827439797e-31
2.983049494392591e-13,2.782178043437847e-31
2.984939010912665e-13,2.785703721650197e-31
2.986829724286031e-13,2.7892338677314377e-31
2.988721635270845e-13,2.79276848734351e-31
2.990614744625648e-13,2.7963075861553423e-31
2.9925090531095314e-13,2.7998511698431883e-31
2.9944045614820705e-13,2.803399244090493e-31
2.9963012705032485e-13,2.8069518145877673e-31
2.998199180933599e-13,2.8105088870328694e-31
3.0000982935341425e-13,2.814070467130879e-31
3.0019986090663047e-13,2.817636560593968e-31
3.0039001282920945e-13,2.82120717314173e-31
3.0058028519739017e-13,2.824782310500823e-31
3.007706780874677e-13,2.8283619784053003e-31
3.009611915757851e-13,2.831946182596482e-31
3.0115182573872644e-13,2.8355349288228245e-31
3.013425806527317e-13,2.839128222840207e-31
3.0153345639428925e-13,2.8427260704118046e-31
3.017244530399285e-13,2.8463284773079563e-31
3.019155706662345e-13,2.849935449306451e-31
3.021068093498412e-13,2.8535469921924003e-31
3.0229816916742353e-13,2.8571631117581087e-31
3.024896501957123e-13,2.8607838138033595e-31
3.026812525114869e-13,2.8644091041352842e-31
3.0287297619156826e-13,2.868038988568237e-31
3.03064821312833e-13,2.8716734729240764e-31
3.0325678795220665e-13,2.8753125630320416e-31
3.03448876186656e-13,2.8789562647286163e-31
3.036410860932039e-13,2.882604583857822e-31
3.038334177489222e-13,2.8862575262710872e-31
3.040258712309241e-13,2.8899150978271114e-31
3.0421844661638126e-13,2.89357730439221e-31
3.044111439825047e-13,2.8972441518399413e-31
3.046039634065617e-13,2.9009156460514497e-31
3.047969049658682e-13,2.9045917929153334e-31
3.04989968737782e-13,2.908272598327508e-31
3.051831547997171e-13,2.911958068191506e-31
3.053764632291368e-13,2.915648208418338e-31
3.055698941035458e-13,2.9193430249263654e-31
3.0576344750050795e-13,2.9230425236416382e-31
3.059571234976262e-13,2.926746710497527e-31
3.0615092217256004e-13,2.930455591435062e-31
3.063448436030185e-13,2.9341691724028038e-31
3.065388878667519e-13,2.937887459356709e-31
3.0673305504156773e-13,2.941610458260424e-31
3.069273452053223e-13,2.945338175085151e-31
3.071217584359142e-13,2.9490706158095175e-31
3.073162948112985e-13,2.952807786419871e-31
3.0751095440947994e-13,2.956549692910145e-31
3.0770573730850493e-13,2.960296341281724e-31
3.0790064358647703e-13,2.9640477375437424e-31
3.0809567332154895e-13,2.967803887712949e-31
3.082908265919158e-13,2.971564797813575e-31
3.0848610347582944e-13,2.9753304738776255e-31
3.0868150405159144e-13,2.979100921944756e-31
3.088770283975453e-13,2.9828761480621248e-31
3.090726765920919e-13,2.9866561582847023e-31
3.092684487136815e-13,2.9904409586751305e-31
3.0946434484080673e-13,2.9942305553035895e-31
3.096603650520201e-13,2.9980249542481453e-31
3.0985650942591327e-13,3.001824161594371e-31
3.1005277804113605e-13,3.0056281834357003e-31
3.102491709763872e-13,3.0094370258732853e-31
3.104456883104085e-13,3.013250695015866e-31
3.1064233012199864e-13,3.0170691969800687e-31
3.1083909649000665e-13,3.020892537890272e-31
3.110359874933236e-13,3.0247207238784672e-31
3.1123300321090086e-13,3.028553761084614e-31
3.114301437217294e-13,3.032391655656255e-31
3.116274091048582e-13,3.0362344137488713e-31
3.1182479943938614e-13,3.0400820415257464e-31
3.1202231480445444e-13,3.0439345451578224e-31
3.122199552792623e-13,3.0477919308240112e-31
3.124177209430589e-13,3.0516542047110573e-31
3.1261561187513626e-13,3.055521373013393e-31
3.1281362815484386e-13,3.0593934419334515e-31
3.130117698615819e-13,3.063270417681525e-31
3.1321003707479277e-13,3.0671523064756266e-31
3.1340842987397715e-13,3.0710391145417987e-31
3.1360694833868596e-13,3.074930848113974e-31
3.1380559254851287e-13,3.078827513433833e-31
3.1400436258310966e-13,3.082729116751119e-31
3.1420325852217843e-13,3.0866356643234944e-31
3.1440228044546437e-13,3.0905471624163985e-31
3.1460142843277047e-13,3.094463617303364e-31
3.148007025639506e-13,3.0983850352658733e-31
3.1500010291890145e-13,3.102311422593217e-31
3.151996295775804e-13,3.1062427855828574e-31
3.1539928261998546e-13,3.1101791305400357e-31
3.1559906212617283e-13,3.1141204637781337e-31
3.157989681762495e-13,3.1180667916185365e-31
3.1599900085036544e-13,3.122018120390485e-31
3.161991602287292e-13,3.125974456431395e-31
3.1639944639160005e-13,3.1299358060867123e-31
3.165998594192803e-13,3.1339021757097704e-31
3.168003993921337e-13,3.1378735716621597e-31
3.1700106639056426e-13,3.1418500003133277e-31
3.1720186049503493e-13,3.145831468040945e-31
3.174027817860595e-13,3.1498179812307667e-31
3.1760383034419494e-13,3.153809546276485e-31
3.1780500625005723e-13,3.1578061695800477e-31
3.180063095843131e-13,3.161807857551518e-31
3.1820774042767287e-13,3.165814616608924e-31
3.1840929886090566e-13,3.169826453178586e-31
3.1861098496483183e-13,3.1738433736949644e-31
3.1881279882031487e-13,3.1778653846005196e-31
3.1901474050827765e-13,3.181892492346032e-31
3.192168101096941e-13,3.1859247033904566e-31
3.194190077055816e-13,3.189962024200776e-31
3.196213333770168e-13,3.1940044612523266e-31
3.1982378720512764e-13,3.1980520210286486e-31
3.200263692710856e-13,3.202104710021343e-31
3.2022907965612137e-13,3.206162534730394e-31
3.2043191844151724e-13,3.2102255016640217e-31
3.2063488570859893e-13,3.2142936173385367e-31
3.208379815387544e-13,3.218366888278718e-31
3.210412060134124e-13,3.2224453210174033e-31
3.2124455921406133e-13,3.226528922095864e-31
3.214480412222411e-13,3.2306176980636644e-31
3.216516521195355e-13,3.2347116554785084e-31
3.218553919875878e-13,3.2388108009065685e-31
3.2205926090809295e-13,3.242915140922339e-31
3.2226325896278996e-13,3.247024682108487e-31
3.224673862334797e-13,3.2511394310562308e-31
3.2267164280200494e-13,3.2552593943649328e-31
3.228760287502675e-13,3.2593845786424743e-31
3.2308054416022174e-13,3.2635149905051134e-31
3.232851891138656e-13,3.267650636577331e-31
3.23489963693257e-13,3.271791523492163e-31
3.236948679805058e-13,3.27593765789105e-31
3.23899902057766e-13,3.280089046423692e-31
3.241050660072516e-13,3.2842456957483715e-31
3.243103599112285e-13,3.2884076125318127e-31
3.245157838520071e-13,3.292574803449024e-31
3.2472133791195737e-13,3.2967472751836362e-31
3.24927022173502e-13,3.300925034427749e-31
3.251328367191075e-13,3.30510808788178e-31
3.2533878163130084e-13,3.3092964422548012e-31
3.2554485699266134e-13,3.313490104264386e-31
3.257510628858122e-13,3.317689080636457e-31
3.259573993934376e-13,3.3218933781056254e-31
3.261638665982734e-13,3.3261030034150344e-31
3.263704645831004e-13,3.3303179633162093e-31
3.265771934307622e-13,3.3345382645694513e-31
3.267840532241443e-13,3.338763913943408e-31
3.269910440461928e-13,3.3429949182154683e-31
3.271981659799063e-13,3.3472312841716117e-31
3.274054191083277e-13,3.351473018606251e-31
3.276128035145609e-13,3.3557201283225744e-31
3.278203192817622e-13,3.359972620132391e-31
3.280279664931327e-13,3.364230500855978e-31
3.2823574523193677e-13,3.3684937773224744e-31
3.284436555814808e-13,3.3727624563694535e-31
3.286516976251322e-13,3.3770365448433194e-31
3.288598714463109e-13,3.3813160495991524e-31
3.2906817712848186e-13,3.3856009775005514e-31
3.2927661475517077e-13,3.3898913354199824e-31
3.294851844099564e-13,3.3941871302386187e-31
3.2969388617646225e-13,3.3984883688461885e-31
3.299027201383729e-13,3.4027950581413154e-31
3.301116863794261e-13,3.407107205031367e-31
3.303207849834042e-13,3.4114248164322975e-31
3.3053001603415114e-13,3.415747899268991e-31
3.3073937961556367e-13,3.420076460475107e-31
3.3094887581158356e-13,3.424410506992925e-31
3.311585047062141e-13,3.42875004577369e-31
3.3136826638351164e-13,3.4330950837774556e-31
3.3157816092757765e-13,3.437445627972926e-31
3.3178818842257493e-13,3.4418016853378063e-31
3.3199834895271973e-13,3.4461632628586435e-31
3.322086426022735e-13,3.4505303675306694e-31
3.3241906945556187e-13,3.4549030063582056e-31
3.3262962959695286e-13,3.4592811863542245e-31
3.328403231108764e-13,3.463664914540755e-31
3.330511500818157e-13,3.4680541979487243e-31
3.3326211059429925e-13,3.4724490436177994e-31
3.334732047329175e-13,3.4768494585967392e-31
3.3368443258231436e-13,3.4812554499432343e-31
3.3389579422717897e-13,3.4856670247237485e-31
3.341072897522654e-13,3.4900841900139292e-31
3.343189192423703e-13,3.49450695289816e-31
3.345306827823521e-13,3.498935320469977e-31
3.347425804571231e-13,3.5033692998319015e-31
3.3495461235164133e-13,3.5078088980952864e-31
3.351667785509267e-13,3.512254122380667e-31
3.353790791400528e-13,3.5167049798176026e-31
3.3559151420413913e-13,3.5211614775445145e-31
3.358040838283673e-13,3.5256236227090435e-31
3.3601678809797285e-13,3.530091422467887e-31
3.3622962709823693e-13,3.53456488398664e-31
3.3644260091450326e-13,3.53904401444015e-31
3.3665570963216946e-13,3.5435288210123566e-31
3.3686895333667873e-13,3.5480193108961313e-31
3.370823321135371e-13,3.552515491293632e-31
3.3729584604830443e-13,3.5570173694161452e-31
3.375094952265867e-13,3.5615249524839212e-31
3.3772327973405226e-13,3.5660382477265346e-31
3.3793719965642386e-13,3.570557262382722e-31
3.3815125507947006e-13,3.5750820037002164e-31
3.38365446089025e-13,3.57961247893617e-31
3.3857977277096603e-13,3.5841486953567e-31
3.3879423521123324e-13,3.5886906602373023e-31
3.390088334958211e-13,3.5932383808626972e-31
3.3922356771077033e-13,3.597791864526658e-31
3.394384379421844e-13,3.6023511185323774e-31
3.396534442762212e-13,3.6069161501923027e-31
3.398685867990851e-13,3.6114869668279735e-31
3.4008386559704606e-13,3.61606357577044e-31
3.4029928075641765e-13,3.620645984359808e-31
3.405148323635763e-13,3.6252341999456637e-31
3.4073052050495333e-13,3.6298282298869037e-31
3.409463452670262e-13,3.634428081551575e-31
3.411623067363359e-13,3.6390337623172392e-31
3.413784049994779e-13,3.643645279570806e-31
3.4159464014309425e-13,3.6482626407083685e-31
3.4181101225389025e-13,3.65288585313557e-31
3.4202752141862616e-13,3.6575149242674406e-31
3.422441677241088e-13,3.6621498615282253e-31
3.4246095125720834e-13,3.6667906723517597e-31
3.4267787210484993e-13,3.671437364181296e-31
3.4289493035400566e-13,3.676089944469343e-31
3.431121260917106e-13,3.68074842067803e-31
3.4332945940505543e-13,3.685412800278946e-31
3.4354693038117726e-13,3.6900830907529644e-31
3.437645391072771e-13,3.694759299590622e-31
3.43982285670611e-13,3.6994414342919474e-31
3.4420017015848177e-13,3.70412950236629e-31
3.44418192658259e-13,3.7088235113327613e-31
3.4463635325735617e-13,3.713523468719755e-31
3.4485465204325077e-13,3.71822938206539e-31
3.450730891034755e-13,3.7229412589173364e-31
3.452916645256102e-13,3.727659106832647e-31
3.4551037839729855e-13,3.7323829333781324e-31
3.4572923080623966e-13,3.737112746130194e-31
3.4594822184018005e-13,3.7418485526746503e-31
3.461673515869328e-13,3.746590360607179e-31
3.463866201343554e-13,3.7513381775328346e-31
3.466060275703695e-13,3.7560920110664968e-31
3.4682557398295253e-13,3.7608518688326937e-31
3.470452594601289e-13,3.7656177584654306e-31
3.4726508408998744e-13,3.7703896876085717e-31
3.474850479606729e-13,3.7751676639156683e-31
3.4770515116037715e-13,3.7799516950497857e-31
3.479253937773565e-13,3.7847417886838846e-31
3.4814577589992305e-13,3.789537952500649e-31
3.4836629761643665e-13,3.7943401941923143e-31
3.485869590153212e-13,3.7991485214610482e-31
3.488077601850571e-13,3.8039629420187804e-31
3.490287012141718e-13,3.8087834635870253e-31
3.4924978219125745e-13,3.8136100938972695e-31
3.494710032049628e-13,3.8184428406907993e-31
3.4969236434398344e-13,3.8232817117185205e-31
3.499138656970804e-13,3.828126714741351e-31
3.5013550735307053e-13,3.8329778575300427e-31
3.5035728940081827e-13,3.837835147865006e-31
3.5057921192925624e-13,3.8426985935367646e-31
3.5080127502736154e-13,3.847568202345461e-31
3.5102347878417635e-13,3.8524439821013105e-31
3.512458232887993e-13,3.8573259406244293e-31
3.514683086303768e-13,3.86221408574465e-31
3.5169093489812027e-13,3.8671084253019196e-31
3.5191370218129787e-13,3.8720089671461198e-31
3.521366105692255e-13,3.87691571913689e-31
3.5235966015128717e-13,3.8818286891440825e-31
3.525828510169118e-13,3.8867478850472683e-31
3.5280618325559406e-13,3.8916733147361965e-31
3.530296569568849e-13,3.896604986110612e-31
3.532532722103834e-13,3.9015429070800805e-31
3.534770291057543e-13,3.9064870855643832e-31
3.537009277327189e-13,3.911437529493335e-31
3.5392496818104677e-13,3.9163942468066115e-31
3.541491505405728e-13,3.9213572454541385e-31
3.5437347490118915e-13,3.9263265333959175e-31
3.54597941352836e-13,3.931302118601846e-31
3.548225499855191e-13,3.936284009052111e-31
3.5504730088930145e-13,3.9412722127370157e-31
3.5527219415429433e-13,3.946266737656793e-31
3.5549722987067473e-13,3.9512675918220095e-31
3.5572240812867666e-13,3.95627478325338e-31
3.559477290185829e-13,3.961288319981594e-31
3.561731926307419e-13,3.966308210047709e-31
3.5639879905555926e-13,3.971334461502972e-31
3.566245483834893e-13,3.97636708240864e-31
3.5685044070505526e-13,3.9814060808364445e-31
3.5707647611082593e-13,3.9864514648680845e-31
3.573026546914364e-13,3.991503242595698e-31
3.5752897653757897e-13,3.9965614221216765e-31
3.577554417399948e-13,4.001626011558484e-31
3.579820503894913e-13,4.0066970190290586e-31
3.582088025769331e-13,4.011774452666635e-31
3.5843569839323395e-13,4.016858320614557e-31
3.586627379293769e-13,4.0219486310267515e-31
3.5888992127639064e-13,4.027045392067212e-31
3.591172485253704e-13,4.032148611910478e-31
3.5934471976746937e-13,4.0372582987414485e-31
3.5957233509388936e-13,4.042374460755197e-31
3.598000945958989e-13,4.047497106157376e-31
3.600279983648243e-13,4.052626243164042e-31
3.602560464920408e-13,4.05776188000146e-31
3.6048423906899074e-13,4.062904024906523e-31
3.607125761871738e-13,4.068052686126558e-31
3.6094105793813914e-13,4.0732078719191475e-31
3.6116968441350276e-13,4.0783695905525335e-31
3.613984557049386e-13,4.083537850305441e-31
3.616273719041697e-13,4.088712659466882e-31
3.6185643310298635e-13,4.093894026336575e-31
3.6208563939323677e-13,4.099081959224756e-31
3.6231499086681856e-13,4.10427646645199e-31
3.6254448761569624e-13,4.109477556349588e-31
3.627741297318929e-13,4.11468523725942e-31
3.630039173074807e-13,4.119899517533722e-31
3.6323385043460224e-13,4.125120405535589e-31
3.6346392920544646e-13,4.130347909638439e-31
3.636941537122696e-13,4.135582038226505e-31
3.639245240473866e-13,4.140822799694648e-31
3.6415504030316146e-13,4.14607020244816e-31
3.643857025720261e-13,4.151324254903191e-31
3.6461651094647067e-13,4.156584965486553e-31
3.6484746551903516e-13,4.161852342635537e-31
3.6507856638232694e-13,4.167126394798326e-31
3.653098136290122e-13,4.172407130433812e-31
3.655412073518069e-13,4.177694558011401e-31
3.6577274764349737e-13,4.182988686011504e-31
3.660044345969172e-13,4.188289522925005e-31
3.6623626830496737e-13,4.193597077253754e-31
3.6646824886060783e-13,4.198911357510376e-31
3.667003763568487e-13,4.2042323722180755e-31
3.669326508867675e-13,4.209560129911066e-31
3.6716507254350105e-13,4.214894639134375e-31
3.673976414202361e-13,4.22023590844365e-31
3.6763035761022756e-13,4.225583946405592e-31
3.67863221206789e-13,4.230938761597753e-31
3.6809623230328447e-13,4.236300362608351e-31
3.6832939099314607e-13,4.241668758036693e-31
3.6856269736986513e-13,4.247043956492985e-31
3.68796151526983e-13,4.2524259665981345e-31
3.6902975355810943e-13,4.257814796984182e-31
3.692635035569136e-13,4.263210456294109e-31
3.694974016171146e-13,4.268612953181638e-31
3.6973144783250337e-13,4.274022296311739e-31
3.699656422969179e-13,4.279438494360082e-31
3.7019998510426474e-13,4.284861556013541e-31
3.704344763485101e-13,4.290291489969998e-31
3.706691161236703e-13,4.295728304938148e-31
3.709039045238307e-13,4.301172009637933e-31
3.71138841643136e-13,4.306622612800343e-31
3.7137392757578146e-13,4.312080123167224e-31
3.7160916241603106e-13,4.317544549491707e-31
3.718445462582085e-13,4.323015900538021e-31
3.720800791966884e-13,4.328494185081284e-31
3.723157613259169e-13,4.333979411908021e-31
3.7255159274038807e-13,4.339471589815608e-31
3.727875735346649e-13,4.3449707276127785e-31
3.7302370380337007e-13,4.350476834119432e-31
3.732599836411774e-13,4.3559899181664325e-31
3.734964131428297e-13,4.361509988596045e-31
3.737329924031297e-13,4.367037054261741e-31
3.739697215169312e-13,4.372571124028e-31
3.7420660057915677e-13,4.378112206770746e-31
3.7444362968478985e-13,4.3836603113771495e-31
3.746808089288642e-13,4.389215446745433e-31
3.749181384064835e-13,4.39477762178531e-31
3.751556182128112e-13,4.40034684541778e-31
3.753932484430621e-13,4.405923126574935e-31
3.7563102919252053e-13,4.411506474200401e-31
3.7586896055653097e-13,4.4170968972491395e-31
3.7610704263048936e-13,4.422694404687243e-31
3.76345275509864e-13,4.428299005492452e-31
3.7658365929017177e-13,4.4339107086536005e-31
3.7682219406699905e-13,4.4395295231711235e-31
3.770608799359926e-13,4.445155458056867e-31
3.7729971699285094e-13,4.45078852233388e-31
3.775387053333421e-13,4.456428725036859e-31
3.77777845053295e-13,4.462076075211954e-31
3.780171362485898e-13,4.467730581916558e-31
3.782565790151769e-13,4.473392254219761e-31
3.7849617344906716e-13,4.479061101202144e-31
3.7873591964632333e-13,4.484737131955581e-31
3.789758177030811e-13,4.490420355583755e-31
3.7921586771552483e-13,4.496110781201596e-31
3.79456069779909e-13,4.5018084179358e-31
3.796964239925491e-13,4.507513274924635e-31
3.7993693044981246e-13,4.513225361317725e-31
3.801775892481366e-13,4.518944686276511e-31
3.8041840048402005e-13,4.524671258974041e-31
3.8065936425401327e-13,4.53040508859477e-31
3.809004806547372e-13,4.5361461843350105e-31
3.811417497828741e-13,4.541894555402731e-31
3.8138317173515786e-13,4.547650211017345e-31
3.8162474660839304e-13,4.5534131604101715e-31
3.8186647449944587e-13,4.55918341282423e-31
3.82108355505234e-13,4.5649609775140265e-31
3.823503897227465e-13,4.570745863746021e-31
3.825925772490331e-13,4.576538080798415e-31
3.828349181811964e-13,4.582337637960945e-31
3.8307741261641253e-13,4.588144544535417e-31
3.833200606519067e-13,4.593958809835126e-31
3.835628623849754e-13,4.599780443185394e-31
3.8380581791297644e-13,4.605609453923361e-31
3.840489273333199e-13,4.611445851397771e-31
3.842921907434871e-13,4.617289644969446e-31
3.845356082410211e-13,4.623140844011065e-31
3.8477917992351727e-13,4.628999457906962e-31
3.850229058886423e-13,4.634865496053588e-31
3.852667862341246e-13,4.640738967859303e-31
3.8551082105774526e-13,4.646619882744158e-31
3.857550104573597e-13,4.6525082501404526e-31
3.8599935453087277e-13,4.6584040794921284e-31
3.8624385337626084e-13,4.664307380255325e-31
3.864885070915623e-13,4.670218161898166e-31
3.867333157748683e-13,4.676136433900546e-31
3.869782795243413e-13,4.682062205754598e-31
3.8722339843820625e-13,4.687995486964488e-31
3.874686726147407e-13,4.693936287046193e-31
3.8771410215229393e-13,4.6998846155279805e-31
3.879596871492775e-13,4.705840481950191e-31
3.8820542770415597e-13,4.7118038958650295e-31
3.884513239154655e-13,4.7177748668370295e-31
3.886973758818047e-13,4.72375340444285e-31
3.8894358370182554e-13,4.729739518271051e-31
3.8918994747425136e-13,4.73573321792258e-31
3.894364672978687e-13,4.741734513010547e-31
3.8968314327151657e-13,4.747743413160013e-31
3.899299754941063e-13,4.753759928008467e-31
3.9017696406461215e-13,4.759784067205618e-31
3.904241090820611e-13,4.76581584041316e-31
3.906714106455559e-13,4.771855257305349e-31
3.9091886885424916e-13,4.777902327568387e-31
3.9116648380736596e-13,4.783957060900987e-31
3.914142556041942e-13,4.790019467014147e-31
3.9166218434407506e-13,4.796089555630941e-31
3.919102701264223e-13,4.802167336486999e-31
3.921585130507124e-13,4.808252819330285e-31
3.9240691321647576e-13,4.814346013920886e-31
3.9265547072331814e-13,4.8204469300315685e-31
3.9290418567089583e-13,4.826555577447167e-31
3.931530581589378e-13,4.832671965965156e-31
3.9340208828723604e-13,4.8387961053954215e-31
3.936512761556365e-13,4.844928005560049e-31
3.939006218640576e-13,4.851067676293802e-31
3.9415012551248127e-13,4.857215127443912e-31
3.943997872009432e-13,4.863370368869851e-31
3.946496070295518e-13,4.86953341044382e-31
3.9489958509847913e-13,4.875704262050534e-31
3.95149721507951e-13,4.881882933586995e-31
3.9540001635826625e-13,4.88806943496298e-31
3.9565046974978757e-13,4.894263776100836e-31
3.9590108178293113e-13,4.9004659669352325e-31
3.9615185255818654e-13,4.906676017413675e-31
3.964027821761072e-13,4.912893937496273e-31
3.966538707373005e-13,4.919119737155517e-31
3.9690511834244697e-13,4.925353426376779e-31
3.9715652509229133e-13,4.931595015158079e-31
3.9740809108763194e-13,4.937844513509869e-31
3.9765981642934443e-13,4.944101931455611e-31
3.9791170121835484e-13,4.950367279031139e-31
3.981637455556635e-13,4.9566405662852576e-31
3.984159495423342e-13,4.962921803279497e-31
3.986683132794852e-13,4.969211000087899e-31
3.9892083686830857e-13,4.975508166797512e-31
3.9917352041006053e-13,4.98181331350817e-31
3.9942636400605135e-13,4.988126450332261e-31
3.9967936775766903e-13,4.994447587395313e-31
3.9993253176635224e-13,5.000776734835358e-31
4.001858561336141e-13,5.007113902803524e-31
4.004393409610317e-13,5.013459101463799e-31
4.0069298635023686e-13,5.019812340992808e-31
4.009467924029356e-13,5.026173631580318e-31
4.0120075922089826e-13,5.032542983429007e-31
4.014548869059498e-13,5.038920406754236e-31
4.0170917555998965e-13,5.045305911784561e-31
4.0196362528498175e-13,5.051699508761496e-31
4.0221823618294456e-13,5.058101207939289e-31
4.0247300835597126e-13,5.0645110195854285e-31
4.0272794190621973e-13,5.070928953980417e-31
4.029830369359025e-13,5.077355021417532e-31
4.032382935473069e-13,5.083789232203348e-31
4.0349371184278476e-13,5.0902315966574975e-31
4.037492919247433e-13,5.096682125112442e-31
4.040050338956639e-13,5.103140827913987e-31
4.0426093785809365e-13,5.10960771542105e-31
4.0451700391463383e-13,5.11608279800542e-31
4.047732321679647e-13,5.122566086052371e-31
4.0502962272081765e-13,5.129057589959996e-31
4.0528617567599947e-13,5.1355573201398195e-31
4.0554289113638226e-13,5.142065287016561e-31
4.0579976920489276e-13,5.148581501027898e-31
4.0605680998453327e-13,5.155105972624985e-31
4.063140135783711e-13,5.1616387122722215e-31
4.065713800895293e-13,5.168179730447018e-31
4.06828909621209e-13,5.174729037640396e-31
4.070866022766637e-13,5.181286644356336e-31
4.0734445815922227e-13,5.1878525611123815e-31
4.07602477372279e-13,5.194426798439407e-31
4.078606600192836e-13,5.201009366881375e-31
4.081190062037614e-13,5.207600276995865e-31
4.0837751602930316e-13,5.214199539353835e-31
4.086361895995556e-13,5.220807164539386e-31
4.088950270182407e-13,5.227423163150287e-31
4.091540283891462e-13,5.234047545797732e-31
4.0941319381611593e-13,5.240680323106111e-31
4.0967252340306917e-13,5.2473215057135325e-31
4.09932017253991e-13,5.253971104271585e-31
4.101916754729225e-13,5.260629129445099e-31
4.104514981639807e-13,5.267295591912679e-31
4.107114854313484e-13,5.273970502366455e-31
4.109716373792645e-13,5.280653871511857e-31
4.1123195411204414e-13,5.287345710068138e-31
4.1149243573406793e-13,5.294046028768128e-31
4.117530823497733e-13,5.300754838358007e-31
4.120138940636766e-13,5.307472149597913e-31
4.122748709803475e-13,5.314197973261279e-31
4.1253601320443163e-13,5.320932320135447e-31
4.1279732084064087e-13,5.327675201021426e-31
4.130587939937437e-13,5.33442662673366e-31
4.133204327685847e-13,5.34118660810055e-31
4.1358223727007496e-13,5.347955155964225e-31
4.1384420760318194e-13,5.354732281180291e-31
4.141063438729532e-13,5.361517994618456e-31
4.143686461844891e-13,5.368312307161857e-31
4.146311146429669e-13,5.375115229707684e-31
4.1489374935363025e-13,5.381926773166934e-31
4.1515655042177966e-13,5.388746948464173e-31
4.154195179527922e-13,5.395575766538068e-31
4.156826520521119e-13,5.402413238341153e-31
4.1594595282523916e-13,5.409259374839574e-31
4.1620942037775146e-13,5.416114187013639e-31
4.1647305481529343e-13,5.4229776858575735e-31
4.1673685624356623e-13,5.429849882379266e-31
4.17000824768348e-13,5.436730787600822e-31
4.172649604954839e-13,5.443620412558314e-31
4.1752926353087643e-13,5.450518768301535e-31
4.177937339805048e-13,5.457425865894545e-31
4.1805837195041556e-13,5.4643417164154295e-31
4.1832317754671224e-13,5.471266330956039e-31
4.1858815087557586e-13,5.47819972062255e-31
4.1885329204325453e-13,5.485141896535216e-31
4.191186011560535e-13,5.492092869828109e-31
4.1938407832035913e-13,5.499052651649775e-31
4.196497236426112e-13,5.506021253162524e-31
4.199155372293276e-13,5.512998685543082e-31
4.201815191870933e-13,5.519984959982341e-31
4.2044766962255065e-13,5.526980087685099e-31
4.207139886424199e-13,5.533984079870629e-31
4.209804763534888e-13,5.54099694777242e-31
4.2124713286260255e-13,5.548018702637923e-31
4.215139582766876e-13,5.555049355729209e-31
4.2178095270272454e-13,5.562088918322251e-31
4.2204811624777196e-13,5.569137401707591e-31
4.223154490189564e-13,5.576194817190076e-31
4.2258295112346166e-13,5.583261176088602e-31
4.2285062266854996e-13,5.590336489736688e-31
4.231184637615515e-13,5.597420769482213e-31
4.2338647450985385e-13,5.604514026687161e-31
4.2365465502092334e-13,5.611616272728191e-31
4.2392300540229415e-13,5.618727518996377e-31
4.241915257615581e-13,5.625847776896953e-31
4.244602162063859e-13,5.632977057849887e-31
4.2472907684451595e-13,5.6401153732896095e-31
4.24998107783745e-13,5.64726273466477e-31
4.2526730913194807e-13,5.654419153438806e-31
4.255366809970689e-13,5.661584641089676e-31
4.2580622348710874e-13,5.668759209109608e-31
4.260759367101482e-13,5.675942869005674e-31
4.2634582077433583e-13,5.6831356322995234e-31
4.2661587578787867e-13,5.690337510527135e-31
4.2688610185906594e-13,5.697548515239469e-31
4.271564990962417e-13,5.7047686580017585e-31
4.274270676078289e-13,5.711997950394168e-31
4.2769780750231937e-13,5.71923640401154e-31
4.2796871888826307e-13,5.726484030463126e-31
4.282398018742892e-13,5.733740841373173e-31
4.2851105656909584e-13,5.741006848380658e-31
4.2878248308143935e-13,5.748282063139026e-31
4.2905408152015914e-13,5.755566497316866e-31
4.2932585199414917e-13,5.762860162597174e-31
4.295977946123834e-13,5.770163070678039e-31
4.298699094839043e-13,5.777475233272371e-31
4.301421967178134e-13,5.78479666210764e-31
4.3041465642329145e-13,5.792127368926461e-31
4.306872887095885e-13,5.799467365486331e-31
4.3096009368601343e-13,5.806816663559362e-31
4.312330714619546e-13,5.8141752749328674e-31
4.3150622214686983e-13,5.821543211409099e-31
4.317795458502758e-13,5.828920484804978e-31
4.320530426817689e-13,5.836307106952689e-31
4.3232671275101514e-13,5.843703089699408e-31
4.3260055616773926e-13,5.85110844490704e-31
4.328745730417463e-13,5.858523184452806e-31
4.331487634829104e-13,5.86594732022898e-31
4.334231276011654e-13,5.873380864142618e-31
4.336976655065248e-13,5.880823828116156e-31
4.339723773090719e-13,5.888276224087132e-31
4.342472631189493e-13,5.895738064007932e-31
4.345223230463835e-13,5.903209359846466e-31
4.347975572016564e-13,5.910690123585427e-31
