x, y
276.57113808222664, 0.26706308413418467
327.7753066022749, 0.7657144473890204
380.75236703310674, 1.1159969066234097
426.4281629281312, 1.3555826959531467
479.00489292749575, 1.5234596776475249
531.6960030501366, 1.6448086916337366
581.394166613713, 1.732545528278932
632.0264345173795, 1.800689408014486
677.0922030882633, 1.8511076740260108
729.9739467496981, 1.887817943470429
780.7396581305204, 1.9185442267973178
828.7030564910721, 1.941419180821065
882.9954883395819, 1.9580413644808692
927.3749761708077, 1.9712966717908575
980.1995297706044, 1.981043637358181
1029.8976933341805, 1.9883149585506399
1084.8573425684692, 1.996038969000217
1134.479252716528, 1.9986702253072157
1187.5325665628773, 2.000636594267822
1245.0467052170045, 1.9999009742250053
1305.4584736607994, 1.9999009742250053
1386.8018046641673, 1.9963784859430553
1434.3458092393723, 1.9933228334575084
1483.5483256020843, 1.9906632840719398
1529.4147550359028, 1.987593485047108
1581.0764440490564, 1.9859100468722002
1633.1575268475567, 1.9832787905652014
1676.3741500921396, 1.9825148774438146
1732.2679036665186, 1.9753708751049202
1782.9192349240643, 1.9703205605801968
1840.0521065006037, 1.9703205605801968
1885.384762025799, 1.9634311959484312
1934.3203914341998, 1.9581403902558636
1983.0844506576857, 1.954561315816774
2032.4966639130712, 1.9500202767063084
2082.1567007688886, 1.9456348495279772
2127.2796594014108, 1.942140654324597
2184.7366079938997, 1.935831297803514
2234.6063417423907, 1.92857412315034
2284.5142021986403, 1.9249950487112502
2332.3060303742773, 1.9215715862042948
2382.4426510770795, 1.9163373666688672
2432.426764948847, 1.9127441456904926
2479.646692508102, 1.9092216574085425
2528.124801423397, 1.905600143351598
