e,p
1.3924340457851643,2.254165020142092e-07
2.5421936532888805,6.153653061416835e-07
4.196132697414554,1.4181462616383137e-06
6.4459152021268435,2.9004901490225207e-06
9.383205334670185,5.423249751720818e-06
13.099667426924869,9.457345717946629e-06
17.686965998238602,1.5598573432444902e-05
23.236765777170866,2.458209925456378e-05
29.840731720596903,3.729778511278745e-05
37.59052904337321,5.480116422784761e-05
46.57782323029695,7.83364280045227e-05
56.894280066237414,0.00010933973945748299
68.63156565353151,0.0001494636697268969
81.88134643590254,0.00020058693126685074
96.7352892211365,0.00026483094497457333
113.2850611994094,0.00034457267971558516
131.62232997093375,0.00044246039109646206
151.8387635605582,0.0005614310169505209
174.0260304491417,0.0007047172183677403
198.2757995878426,0.0008758705736756755
224.6797404217268,0.0010787715187169928
253.3295229133757,0.0013176459139786943
284.3168175677374,0.0015970762274043451
317.7332954445516,0.0019220230716620647
353.6706281912768,0.0022978310026397566
392.22048805924356,0.0027302529559607137
433.4745479247772,0.003225453560409465
477.5244813140488,0.003790035645338533
524.461962426062,0.004431045210807201
574.3786661475633,0.005155994621562433
627.3662680878332,0.005972866748821171
683.51644458552,0.006890141477677103
742.9208727434309,0.007916800677239426
805.6712304415784,0.009062348909544373
871.8591963645164,0.010336825026545685
941.5764500205994,0.011750817908887353
1014.9146717686964,0.013315477234537638
1091.9655428312387,0.015042541642908728
1172.8207453215543,0.016944335421430916
1257.5719622724473,0.019033788386107656
1346.310877644895,0.02132446404563524
1439.1291763578695,0.0238305538029076
1536.1185443107017,0.026566907604205325
1637.3706684017213,0.029549042222760318
1742.9772365543486,0.0327931536841027
1853.0299377344913,0.03631613051976416
1967.620461972908,0.04013558441646707
2086.8405003987596,0.044269837790777554
2210.781745237121,0.04873796769199788
2339.5358898549575,0.05355979586188903
2473.194628777276,0.058755915242077336
2611.8496576945827,0.06434770902625318
2755.592673503882,0.07035735728702269
2904.515374323593,0.0768078436027593
3058.7094595109393,0.08372299481871408
3218.266629688047,0.09112747110673805
3383.278586764306,0.09904679578611487
3553.83703395874,0.10750736195041247
3730.0336758173985,0.11653644572118647
3911.960218245663,0.1261622277852482
4099.708368519433,0.13641380996179378
4293.369835305002,0.14732121685911728
4493.036328702552,0.15891542072530432
4698.799560232478,0.17122836132878733
4910.751242895035,0.18429294264491955
5128.983091167855,0.19814305936338192
5353.586821032031,0.21281362008216387
5584.654150003193,0.22834054233742465
5822.276797140194,0.24476078076761304
6066.54648308612,0.26211233374031884
6317.554930065807,0.2804342648895411
6575.393861921866,0.29976672299624313
6840.155004144512,0.3201509403316394
7111.930083877773,0.3416292475676121
7390.810829944342,0.364245115194534
7676.888972879123,0.3880431386108524
7970.256244939176,0.4130690580036437
8271.004380122351,0.43936979976643725
8579.225114215744,0.46699343673810423
8895.010184775825,0.49598927766535644
9218.451331193046,0.5264077992775157
9549.640294676927,0.5583007324355865
9888.6688183157,0.5917210207144321
10235.628647051462,0.6267228899847181
10590.611527749748,0.663361808651802
10953.709209184635,0.7016945423272595
11325.013442093397,0.741779138918468
11704.61597916409,0.7836749766732821
12092.608575085253,0.827442742642765
12489.082986548387,0.8731444740990115
12894.130972295177,0.9208435601918615
13307.844293102584,0.9706047552026028
13730.314711839987,1.0224942116782298
14161.633993466721,1.076579468834453
14601.893905069332,1.1329294906600962
15051.18621588147,1.1916146543201065
15509.602697291333,1.2527067948868018
15977.235122891385,1.3162791871160309
16454.17526845846,1.3824066034321232
16940.514912030812,1.4511652824503456
17436.345833875792,1.5226329753648624
17941.759816549507,1.5968889360084593
18456.848644901784,1.674013962270365
18981.70410609604,1.7540904060365305
19516.41798965155,1.8372021433687942
20061.082087431005,1.9234346672808076
20615.78819370015,2.012875034723221
21180.62810512532,2.1056119096582195
21755.693620795788,2.2017355763132263
22341.076542261042,2.3013379557480316
22936.868673543217,2.40451260916822
23543.161821144542,2.511354777686278
24160.047794104517,2.621961352500764
24787.61840399491,2.736430931224546
25425.96546494215,2.8548638245116535
26075.1807936621,2.9773620428035756
26735.356209460082,3.1040293625977764
27406.583534297937,3.2349712734328806
28088.95459276424,3.370295060724323
28782.561212116525,3.510109766003234
29487.49522231607,3.654526239931257
30203.848456035386,3.803657135673693
30931.712748675574,3.957616935406913
31671.17993840611,4.116521933751222
32422.341866169794,4.280490330546788
33185.29037572255,4.449642121510583
33960.117313628405,4.624099250653981
34746.91452930675,4.803985504253124
35545.773875052175,4.989426613565122
36356.78720602708,5.180550228320654
37180.0463803287,5.377485923350811
38015.643258981676,5.580365244975064
38863.66970595549,5.789321697747558
39724.217588219086,6.004490767651092
40597.37877570857,6.2260099585448065
41483.24514142414,6.454018749089645
42381.90856137046,6.688658692151128
43293.46091463864,6.93007334853084
44217.99408340129,7.1784083300409645
45155.599952942284,7.43381135583252
46106.37041167673,7.696432199380552
47070.39735117328,7.9664227414989375
48047.77266617648,8.243936976967248
49038.588254609305,8.529131044351574
50042.93601765264,8.822163202810552
51060.90785970307,9.123193881796738
52092.595688405134,9.432385687683476
53138.09141471849,9.749903413705162
54197.486952905434,10.075914033330404
55270.87422053587,10.410586766530525
56358.34513854701,10.754093049958746
57459.99163124085,11.106606566771008
58575.905626323874,11.468303256566248
59706.179054899716,11.839361351834095
60850.90385154859,12.21996132825347
62010.17195425528,12.610286047169906
63184.07530453335,13.010520596551101
64372.705847385405,13.420852456658212
65576.15553132296,13.841471440404197
66794.51630843108,14.27256971654778
68027.88013436337,14.714341829574025
69276.33896833703,15.166984736142007
70539.98477319749,15.63069777195056
71818.90951544317,16.105682708066507
73113.20516521565,16.592143747611253
74422.96369632945,17.090287532387613
75748.27708632167,17.600323179327514
77089.2373164024,18.122462293745695
78445.9363715938,18.65691895277257
79818.46624064067,19.203909755055623
81206.91891608498,19.763653810819132
82611.38639429076,20.336372778311844
84031.96067544408,20.92229086380698
85468.73376359275,21.521634821602245
86921.79766663651,22.134634020288328
88391.24439640647,22.76152039636095
89877.1659686452,23.40252850060882
91379.65440303163,24.05789551136735
92898.80172319598,24.72786125108577
94434.6999567893,25.412668173073428
95987.44113541387,26.1125614377086
97557.11729477238,26.827788832916237
99143.8204745585,27.558600900078197
100747.64271857621,28.30525084788411
102368.67607469513,29.067994635167075
104007.01259493984,29.847090937769384
105662.74433544523,30.642801214811037
107335.96335649629,31.45538968549576
109026.76172260758,32.285123315857305
110735.23150245368,33.132271928102504
112461.46476894864,33.99710813434276
114205.55359926604,34.87990734653429
115967.59007483874,35.780947846060116
117747.66628138394,36.700510780416614
119545.87430895276,37.63888013007923
121362.30625192035,38.59634279796505
123197.05420902072,39.57318856635819
125050.21028336648,40.569710123417224
126921.86658247386,41.58620311950346
128812.11521829243,42.62296609759895
130721.04830719018,43.680300605962984
132648.7579700232,44.75851115174415
134595.33633214055,45.857905197666874
136560.87552337433,46.978793254807364
138545.46767812423,48.12148880307138
140549.2049353128,49.28630841047758
142572.1794384748,50.473571627127875
144614.4833356927,51.683601087923634
146676.20877973086,52.916722502625426
148757.44792792614,54.1732646823604
150858.29294235198,55.453559513114875
152978.83598971396,56.757942002122334
155119.16924144427,58.08675033087823
157279.3848737017,59.44032574248347
159459.5750673915,60.81901272719632
161659.83200821516,62.2231588898953
163880.24788662556,63.653115042855184
166120.91489793142,65.10923523888118
168381.92524226257,66.59187667190626
170663.37112462442,68.1013998227818
172965.3447548783,69.63816843277019
175287.93834779604,71.2025494439032
177631.24412309466,72.7949131182653
179995.35430544155,74.41563299823257
182380.36112443442,76.06508593960689
184786.35681469084,77.74365209836229
187213.4336158432,79.45171497703295
189661.68377254382,81.18966141145938
192131.19953453934,82.95788161054968
194622.07315658635,84.75676918278677
197134.39689860042,86.58672108321377
199668.26302560637,88.44813769958293
202223.7638077533,90.34142283247509
204800.9915203742,92.26698371518033
207400.03844399078,94.2252310468321
210020.99686432857,96.21657895927311
212663.95907233667,98.24144507669678
215329.01736423752,100.30025051564752
218016.26404150197,102.39341992478158
220725.79141091905,104.5213814185987
223457.69178459072,106.68456669009849
226212.057479952,108.88341097764625
228988.98081980064,111.11835306497295
231788.5541323419,113.38983530768257
234610.86975114388,115.69830370614756
237456.0200152318,118.04420781935968
240324.09726909318,120.4280008179449
243215.19386263777,122.85013957693931
246129.4021513222,125.31108453662515
249066.81449608013,127.81129985494846
