R,M
0.17522550966239897,0.04915051551644799
0.17511328509643548,0.04912072898525653
0.17500171381832366,0.04909099925829458
0.17489079079526623,0.04906132736147952
0.17478050940864368,0.049031714276440395
0.1746708645416219,0.04900216094137617
0.17456185125147747,0.04897266825521663
0.17445346379647172,0.04894323707503764
0.1743456975067683,0.04891386822009245
0.17423854497595662,0.04888456247247237
0.17413200331129072,0.048855320578382155
0.17402606626694733,0.04882614324936915
0.17392072883657145,0.04879703116350909
0.17381598611266952,0.04876798496654974
0.17371183319739134,0.0487390052730147
0.1736082646518278,0.04871009266726618
0.17350527630984744,0.048681247704533304
0.17340286268832789,0.04865247091190287
0.17330101930306854,0.04862376278927521
0.17319974082623202,0.04859512381028747
0.17309902337369523,0.048566554423204775
0.17299886155991615,0.04853805505178035
0.17289925138186,0.04850962609608591
0.17280018785625975,0.048481267933314386
0.17270166670822074,0.048452980918553365
0.17260368390051925,0.04842476538553399
0.17250623373177934,0.048396621647353325
0.172409312901421,0.04836854999654984
0.17231291706487004,0.048340550708257
0.17221704207892327,0.04831262403715172
0.1721216819051931,0.048284770220542575
0.1720268348761893,0.04825698947836576
0.17193249561702076,0.048229282013773425
0.17183865939643464,0.048201648013702275
0.17174532385896255,0.04817408764942285
0.17165248350817586,0.04814660107707039
0.17156013519856197,0.04811918843815916
0.1714682749765481,0.048091849860078265
0.17137689767850964,0.048064585456572086
0.17128600073903985,0.04803739532820516
0.17119558028542337,0.04801027956281005
0.1711056327842525,0.04798323823592291
0.17101615328870903,0.047956271411203184
0.170927139071694,0.047929379140839855
0.1708385859033757,0.04790256146594522
0.17075049085027005,0.047875818416934536
0.1706628501619906,0.04784915001389499
0.1705756597712737,0.04782255626694117
0.17048891657585635,0.047796037176560294
0.17040261698994655,0.04776959273394533
0.1703167577758741,0.047743222921318225
0.17023133514893612,0.047716927711665524
0.17014634654453636,0.047690707071338365
0.1700617877327884,0.04766456095691262
0.16997765521412428,0.04763848931775182
0.16989394700353114,0.047612492095713554
0.16981065851328386,0.047586569225415924
0.16972778788020187,0.04756072063449384
0.16964533042325824,0.04753494624384884
0.16956328436763857,0.04750924596788979
0.1694816455710456,0.047483619714766855
0.16940041151557547,0.04745806738659723
0.1693195793055083,0.04743258887968445
0.16923914571403362,0.0474071840847303
0.16915910722504676,0.047381852887040644
0.16907946194160708,0.04735659516672422
0.16900020616326542,0.04733141079888529
0.16892133763954953,0.04730629965381025
0.16884285296863277,0.04728126159714931
0.1687647490453995,0.04725629649009077
0.1686870236739403,0.04723140418953112
0.16860967337316124,0.04720658454823973
0.16853269638378682,0.047181837415017754
0.16845608898550377,0.04715716263485271
0.1683798494508869,0.04713256004906827
0.16830397484637294,0.04710802949546845
0.1682284619529194,0.04708357080847893
0.16815330854775007,0.04705918381928221
0.1680785122525773,0.04703486835540749
0.16800406974254126,0.047010624243020875
0.1679299794388872,0.046986451303816255
0.1678562377612628,0.0469623493572832
0.16778284386483525,0.046938318220287566
0.16770979305811898,0.046914357707184856
0.16763708422291965,0.046890467629928635
0.16756471533325698,0.04686664779817658
0.1674926830445187,0.04684289801939319
0.16742098579767054,0.046819218098948595
0.16734962051690652,0.046795607840215046
0.16727858563566128,0.04677206704466012
0.16720787784121408,0.04674859551193715
0.16713749464047062,0.046725193039972496
0.16706743586422124,0.04670185942505068
0.16699769689904218,0.04667859446189649
0.16692827644348165,0.04665539794375462
0.16685917272283018,0.04663226966246679
0.1667903835058848,0.04660920940854678
0.16672190602982104,0.046586216971252585
0.16665373820273097,0.046563292138656905
0.16658587838341463,0.046540434697714954
0.16651832452388315,0.04651764443433047
0.16645107375846852,0.04649492113341975
0.1663841246468793,0.04647226457897311
0.16631747525971097,0.04644967455411517
0.1662511234242609,0.046427150841162945
0.16618506670249805,0.046404693221681614
0.16611930329886862,0.04638230147653961
0.16605383124985543,0.04635997538545213
0.16598864926859228,0.046337714729061355
0.16592375461767764,0.046315519285952254
0.16585914563669515,0.0462933888347164
0.1657948208760275,0.04627132315349598
0.1657307771040584,0.046249322020029106
0.1656670139608322,0.04622738521169277
0.1656035288361502,0.04620551250554542
0.16554031998420696,0.04618370367836767
0.16547738594254105,0.046161958506701795
0.16541472428181261,0.04614027676688969
0.16535233371366018,0.04611865823511047
0.16529021278689074,0.04609710268741523
0.1652283594331468,0.04607560989976311
0.16516677055919948,0.04605417964805367
0.16510544619626524,0.04603281170815978
0.16504438425591308,0.046011505855958965
0.1649835830118698,0.04599026186736386
0.16492304047152725,0.0459690795183512
0.1648627552093395,0.04594795858499066
0.16480272553046862,0.04592689884347203
0.16474295017208246,0.04590590007013181
0.16468342697065141,0.04588496204147888
0.16462415390496576,0.045864084534219314
0.16456513076072124,0.045843267325280185
0.1645063550406016,0.045822510191833116
0.16444782505568306,0.045801812911315895
0.16438953972522483,0.045781175261454816
0.16433149735030073,0.045760597020285516
0.16427369610774825,0.04574007796617239
0.16421613532507984,0.04571961787782842
0.16415881272770116,0.04569921653433447
0.1641017267974751,0.04567887371467546
0.16404487655421726,0.045658589199677024
0.16398826042571765,0.045638362769152514
0.16393187652756042,0.04561819420382683
0.16387572389700075,0.04559808328487647
0.16381980099095514,0.045578029793944715
0.1637641065761002,0.04555803351315608
0.16370863881863293,0.0455380942251304
0.16365339629549408,0.0455182117129961
0.16359837898618587,0.04549838576040357
0.16354358309950437,0.04547861615153699
0.16348900887480144,0.04545890267112688
0.1634346547471687,0.04543924510446147
0.1633805202953682,0.04541964323739766
0.16332660274237945,0.04540009685637173
0.16327290053611973,0.04538060574840962
0.16321941398121792,0.04536116970113668
0.16316614054834488,0.04534178850278713
0.16311307991495905,0.04532246194221286
0.1630602304611825,0.045303189808892495
0.1630075894968595,0.04528397189293934
0.16295515836635996,0.04526480798510897
0.16290293334845704,0.04524569787680796
0.162850914871962,0.04522664136009975
0.16279910135127645,0.04520763822771257
0.1627474912568852,0.04518868827304527
0.16269608406755562,0.04516979129017438
0.16264487791231858,0.04515094707385958
0.16259387158812583,0.04513215541954947
0.1625430642346971,0.045113416123386915
0.16249245473526486,0.04509472898221484
0.16244204148200067,0.04507609379357997
0.16239182403811347,0.04505751035573883
0.1623418012257371,0.045038978467660744
0.1622919712605747,0.045020497929033065
0.162242333606089,0.04500206853980795
0.16219288658877054,0.044983690102027504
0.1621436298371461,0.04496536241710267
0.1620945615730066,0.04494708528762779
0.16204568109713308,0.044928858516932346
0.1619969874070577,0.04491068190908341
0.16194847956504163,0.04489255526888848
0.16190015606034636,0.04487447840189792
0.16185201678323297,0.04485645111440715
0.16180405829298733,0.044838473213458845
0.16175628267090955,0.04482054450684471
0.16170868664817,0.044802664803107205
0.16166127072016592,0.04478483391154153
0.16161403285590387,0.04476705164219627
0.16156697246983648,0.04474931780587551
0.16152008863657133,0.04473163221413921
0.1614733802760567,0.044713994679305064
0.16142684644403235,0.04469640501444797
0.16138048588398088,0.04467886303340238
0.1613342981966909,0.0446613685507617
0.16128828199639875,0.044643921381878955
0.16124243635246593,0.044626521342867466
0.16119676023026658,0.044609168250600864
0.16115125343664274,0.04459186192271263
0.1611059143894463,0.0445746021775974
0.16106074201753257,0.0445573888344093
0.16101573593589452,0.04454022171306263
0.1609708947542555,0.04452310063423131
0.16092621822691364,0.044506025419348484
0.16088170452511202,0.044488995890605745
0.16083735378937217,0.04447201187095269
0.16079316444181624,0.04445507318409637
0.16074913594768403,0.04443817965450033
0.16070526743073335,0.0444213311073834
0.16066155784119382,0.04440452736871922
0.16061800626112463,0.044387768265235106
0.16057461202691004,0.04437105362441047
0.16053137437104611,0.04435438327447625
0.1604882927572098,0.04433775704441336
0.16044536534949055,0.04432117476351358
0.1604025923919441,0.04430463626312479
0.16035997207317082,0.0442881413740362
0.160317504739204,0.04427168992821438
0.16027518848297456,0.044255281758369035
0.16023302336427223,0.044238916697950575
0.16019100814373877,0.044222594581148876
0.1601491424914347,0.0442063152428913
0.16010742508504522,0.04419007851884116
0.16006585499117243,0.04417388424539575
0.16002443277928402,0.04415773225968415
0.15998315527089174,0.04414162239956584
0.1599420244498615,0.04412555450362811
0.15990103712738432,0.04410952841118471
0.15986019423172182,0.04409354396227313
0.15981949460453423,0.044077600997652865
0.15977893706637178,0.04406169935880316
0.15973852148484954,0.04404583888792092
0.15969824653211318,0.044030019427918336
0.1596581120960398,0.04401424082242073
0.15961811744710386,0.043998502915764195
0.15957826100174893,0.04398280555299375
0.1595385427944487,0.04396714857986005
0.1594989624471001,0.0439515318428177
0.1594595183982266,0.04393595518902286
0.159420210865703,0.04392041846633082
0.1593810381670636,0.043904921523293075
0.15934200037159307,0.043889464209155404
0.1593030961222375,0.04387404637385516
0.15926432562897133,0.043858667868018675
0.1592256877339677,0.043843328542958804
0.1591871818502798,0.04382802825067272
0.15914880706578402,0.043812766843838544
0.15911056299533363,0.04379754417581336
0.15907244886037425,0.04378236010063072
0.15903446441487995,0.04376721447299749
0.1589966085215034,0.04375210714829167
0.1589588809033783,0.0437370379825594
0.1589212803572765,0.043722006832512705
0.15888380674781488,0.04370701355552644
0.15884645949883616,0.043692058009635805
0.15880923802441005,0.04367714005353353
0.15877214139557874,0.04366225954656735
0.158735168964237,0.04364741634831488
0.15869832060431285,0.04363261032026617
0.158661595011034,0.043617841323298955
0.15862499240952008,0.04360310921935307
0.1585885112541973,0.04358841387100997
0.15855215213426158,0.04357375514148914
0.15851591355401345,0.043559132894646545
0.15847979508203672,0.04354454699497049
0.15844379727317573,0.043529997307579504
0.15840791666853035,0.04351548369822032
0.1583721555168738,0.0435010060332632
0.15833651207288257,0.04348656417970117
0.15830098641968227,0.04347215800514601
0.15826557755995796,0.04345778737782607
0.1582302850525333,0.04344345216658306
0.15819510737973236,0.04342915224086962
0.1581600450717313,0.04341488747074631
0.158125097901795,0.04340065772687895
0.15809026489218236,0.04338646288053584
0.1580555444886301,0.04337230280358495
0.15802093774402556,0.043358177368491076
0.15798644340813944,0.04334408644831323
0.15795206129997366,0.043330029916701644
0.15791779003840278,0.043316007647895324
0.1578836300759355,0.0433020195167188
0.1578495800610231,0.043288065398580024
0.15781564044872226,0.04327414516946688
0.15778180989905774,0.0432602587059449
0.15774808801805115,0.043246405885154486
0.15771447472914993,0.0432325865848079
0.15768096920031852,0.043218800683186766
0.15764757097151202,0.04320504805913921
0.15761427930600597,0.043191328592077124
0.15758109430801878,0.04317764216197382
0.1575480152845282,0.043163988649360226
0.1575150416472786,0.04315036793532354
0.15748217250598245,0.04313677990150367
0.15744940816591402,0.043123224430090694
0.15741674779607773,0.043109701403822254
0.1573841904010391,0.04309621070598072
0.15735173664591742,0.04308275222039075
0.1573193848076316,0.043069325831416254
0.15728713574327713,0.04305593142395807
0.15725498766348592,0.04304256888345116
0.15722294093458164,0.04302923809586181
0.15719099439616946,0.04301593894768528
0.15715914888660384,0.043002671325942876
0.15712740254518728,0.042989435117771195
0.15709575591582556,0.04297623021204936
0.1570642082202267,0.042963056496956434
0.15703275879779466,0.04294991386159221
0.15700140735910503,0.042936802195569584
0.15697015320656432,0.04292372138901189
0.1569389968063678,0.042910671332550436
0.15690793667478597,0.042897651917321866
0.15687697302798517,0.042884663034965555
0.15684610532798318,0.04287170457762121
0.15681533284098503,0.04285877643792596
0.15678465526101004,0.04284587850901264
0.15675407251015036,0.04283301068450611
0.15672358386877125,0.042820172858521396
0.1566931890118736,0.04280736492566164
0.15666288723362676,0.04279458678101441
0.15663267874776163,0.04278183832015037
0.15660256273086656,0.04276911943912012
0.15657253935827686,0.042756430034452016
0.15654260685564825,0.04274377000314953
0.15651276542504158,0.04273113924268893
0.15648301630217346,0.04271853765101677
0.15645335605808514,0.04270596512654767
0.15642378690596428,0.042693421568161485
0.15639430705752702,0.04268090687520122
0.15636491722825824,0.04266842094747086
0.15633561598080492,0.04265596368523216
0.15630640351699535,0.042643534989203084
0.1562772794534588,0.042631134760555266
0.1562482425395965,0.04261876290091127
0.15621929361726913,0.04260641931234264
0.15619043179138892,0.04259410389736746
0.1561616565921089,0.042581816558947924
0.15613296787301248,0.042569557200488176
0.15610436473806075,0.04255732572583194
0.15607584762930746,0.04254512203926023
0.15604741550507348,0.04253294604548898
0.15601906860928788,0.04252079764966694
0.15599080618516076,0.04250867675737337
0.15596262795189472,0.04249658327461566
0.15593453315866432,0.0424845171078273
0.1559065220568202,0.042472478163865394
0.1558785943952086,0.042460466350008816
0.1558507492748475,0.042448481573955574
0.1558229866272813,0.042436523743820884
0.15579530606251546,0.04242459276813498
0.15576770807974546,0.042412688555840745
0.15574018975615184,0.04240081101629197
0.15571275324844827,0.04238896005925047
0.15568539755472421,0.042377135594884804
0.15565812254983905,0.04236533753376749
0.15563092731397854,0.04235356578687324
0.15560381208030175,0.04234182026517916
0.15557677614300072,0.04233010088124984
0.15554981911484803,0.042318407546859005
0.15552294088129764,0.04230674017456858
0.15549614108031018,0.04229509867733216
0.15546941979461512,0.04228348296849296
0.15544277636629675,0.042271892961781646
0.15541620944000764,0.04226032857131455
0.15538972023792877,0.042248789711591066
0.15536330765885342,0.042237276297492486
0.15533697260568738,0.04222578824427935
0.1553107125348809,0.042214325467589645
0.15528452827793282,0.04220288788343679
0.15525842056308925,0.0421914754082079
0.15523238774247414,0.04218008795866136
0.15520642990977565,0.04216872545192523
0.15518054662254446,0.04215738780549536
0.15515473772093719,0.04214607493723303
0.15512900323518672,0.042134786765363315
0.15510334248201627,0.042123523208473714
0.15507775504105914,0.04211228418551101
0.15505224073866905,0.04210106961578023
0.15502679928114643,0.04208987941894284
0.15500143091088367,0.04207871351501443
0.15497613416958025,0.042067571824363006
0.1549509103143654,0.04205645426770759
0.1549257579690147,0.042045360766115446
0.15490067661195436,0.04203429124100104
0.1548756664480583,0.04202324561412399
0.15485072773827724,0.04201222380758709
0.15482585923991649,0.04200122574383489
0.15480106136225072,0.041990251345651215
0.15477633323672496,0.04197930053615835
0.15475167503176376,0.04196837323881439
0.1547270866244026,0.04195746937741194
0.15470256716074243,0.04194658887607625
0.15467811683100907,0.04193573165926354
0.15465373517610678,0.04192489765175909
0.15462942179067976,0.041914086778675724
0.15460517649777297,0.041903298965451925
0.15458099946343176,0.04189253413785017
0.15455688980521776,0.04188179222195551
0.15453284800989922,0.04187107314417336
0.15450887267059407,0.041860376831228396
0.15448496475516252,0.04184970321016213
0.15446112273480106,0.041839052208332325
0.15443734763856296,0.04182842375341037
0.15441363840257905,0.04181781777337995
0.15438999512629656,0.041807234196535877
0.15436641707487317,0.041796672951481685
0.1543429052770047,0.04178613396712842
0.1543194573845097,0.04177561717269333
0.15429607502572262,0.04176512249769777
0.15427275694337686,0.041754649871965685
0.1542495036310584,0.041744199225622405
0.1542263137410515,0.0417337704890927
0.15420318808841657,0.04172336359309933
0.15418012595857164,0.041712978468273355
0.15415712784447222,0.0417026150467029
0.15413419193684166,0.041692273259609836
0.15411131888734256,0.04168195303889366
0.15408850864907594,0.0416716543167441
0.15406576124192328,0.04166137702563997
0.15404307590531607,0.04165112109834708
0.15402045245645662,0.04164088646791737
0.1539978902393558,0.041630673067687085
0.15397539002137492,0.04162048083127534
0.15395295102232753,0.0416103096925827
0.1539305726591527,0.04160015958578977
0.15390825526054797,0.04159003044535571
0.15388599837165384,0.04157992220601655
0.15386380193058546,0.04156983480278405
0.15384166578611036,0.041559768170945054
0.15381958928317466,0.04154972224605776
0.15379757209930037,0.04153969696395282
0.15377561505622805,0.04152969226073043
0.15375371692837597,0.0415197080727599
0.1537318776248838,0.041509744336677326
0.15371009709896782,0.041499800989384966
0.15368837568709007,0.04148987796804936
0.15366671224790424,0.04147997521010042
0.15364510656110444,0.04147009265322982
0.15362355922679433,0.04146023023538934
0.15360207016978075,0.04145038789479045
0.15358063773731867,0.04144056556990201
0.15355926268722098,0.04143076319944957
0.15353794465929477,0.0414209807224135
0.15351668394534526,0.04141121807802839
0.15349547987358025,0.04140147520578125
0.15347433258875864,0.041391752045410235
0.1534532404603717,0.041382048536903686
0.15343220466262014,0.04137236462049846
0.1534112250493159,0.041362700236678956
0.15339030124530387,0.04135305532617569
0.15336943262612082,0.041343429829964175
0.1533486194856871,0.04133382368926338
0.15332786073898824,0.04132423684553503
0.1533071583117944,0.04131466924048163
0.1532865084379274,0.04130512081604625
0.15326591422944053,0.04129559151440991
0.1532453745339073,0.04128608127799194
0.15322488828097086,0.04127659004944757
0.15320445624310816,0.0412671177716673
0.15318407730412056,0.04125766438777555
0.15316375241764993,0.04124822984112936
0.15314348057809476,0.04123881407531777
0.1531232622716237,0.04122941703415963
0.1531030964718389,0.04122003866170355
0.15308298344795954,0.04121067890222613
0.15306292323128978,0.04120133770023055
0.1530429150674238,0.041192015000446267
0.1530229591571544,0.04118271074782719
0.15300305533676345,0.04117342488755074
0.15298320317500436,0.04116415736501671
0.15296340272768066,0.04115490812584625
0.15294365363008874,0.041145677115880665
0.15292395587323393,0.041136464281180354
0.15290430893235893,0.04112726956802354
0.15288471307541304,0.04111809292290573
0.15286516798683228,0.041108934292537654
0.15284567338588598,0.04109979362346356
0.15282622975812774,0.041090670863583575
0.15280683506045892,0.041081565959870496
0.1527874913562374,0.041072478859887636
0.15276819726671514,0.04106340951140891
0.15274895272292557,0.04105435786241773
0.15272975790831558,0.041045323861105515
0.15271061195470917,0.0410363074558714
0.15269151542609244,0.04102730859532059
0.15267246800284154,0.041018327228263554
0.15265346930961146,0.041009363303715074
0.1526345191086076,0.04100041677089317
0.15261561740029186,0.04099148757921801
0.1525967642312381,0.04098257567831108
0.152577959621848,0.04097368101799392
0.15255920178339372,0.04096480354828752
0.15254049276046522,0.040955943219410915
0.15252183078486634,0.04094709998178039
0.15250321695495098,0.040938273786008984
0.15248464985871063,0.0409294645829043
0.1524661302503472,0.0409206723234689
0.15244765742330074,0.04091189695889841
0.15242923171476633,0.04090313844058117
0.15241085258973938,0.04089439672009672
0.1523925203840746,0.040885671749215494
0.15237423375375325,0.0408769634798973
0.15235599367137115,0.04086827186429068
0.15233779962869162,0.04085959685473201
0.1523196516247344,0.04085093840374452
0.1523015491764956,0.040842296464037316
0.1522834925681256,0.04083367098850445
0.15226548123191502,0.040825061930224275
0.15224751529423966,0.04081646924245825
0.15222959512553663,0.040807892878650213
0.15221171860354413,0.04079933279242537
0.15219388720564414,0.04079078893758955
0.1521761009716144,0.04078226126812811
0.15215835920298634,0.04077374973820541
0.15214066178283248,0.04076525430216356
0.15212300850565427,0.04075677491452187
0.15210539937459133,0.04074831152997582
0.15208783379624072,0.04073986410339601
0.1520703129031014,0.040731432589828
0.15205283501074196,0.040723016944490494
0.15203540101856175,0.04071461712277544
0.1520180102394491,0.04070623308024645
0.15200066287393815,0.040697864772638453
0.15198335738985302,0.04068951215585668
0.15196609613314896,0.04068117518597576
0.15194887702527057,0.04067285381923914
0.15193170062549932,0.040664548012057974
0.15191456716323415,0.04065625772101075
0.1518974757976992,0.04064798290284196
0.15188042659666262,0.040639723514461566
0.15186342023984237,0.04063147951294428
0.15184645490722345,0.04062325085552879
0.15182953164783386,0.04061503749961634
0.15181265038446584,0.04060683940277191
0.15179581087947497,0.04059865652272003
0.15177901158566656,0.0405904888173473
0.15176225447935024,0.040582336244699965
0.15174553837539495,0.04057419876298352
0.15172886319998458,0.0405660763305619
0.15171222907243093,0.04055796890595696
0.1516956353695895,0.0405498764478471
0.15167908335454527,0.04054179891506727
0.1516625701196902,0.040533736266607806
0.15164609797696607,0.04052568846161391
0.15162966627181015,0.04051765545938447
0.15161327469870503,0.040509637218996065
0.15159692307582778,0.04050163370080323
0.15158061079205454,0.04049364486418893
0.15156433859496746,0.04048567066906098
0.15154810582857794,0.04047771107547759
0.15153191265265792,0.04046976604364677
0.15151575917798346,0.04046183553392515
0.15149964453914044,0.04045391950681804
0.15148356899986554,0.04044601792297835
0.15146753236984817,0.04043813074320546
0.1514515346635641,0.04043025792844525
0.15143557528048068,0.04042239943978907
0.1514196547169163,0.04041455523847307
0.15140377280811176,0.0404067252858774
0.15138792920721703,0.040398909543525936
0.15137212357205854,0.040391107973085164
0.15135635633557096,0.04038332053636383
0.151340626833404,0.040375547195312056
0.15132493560273744,0.04036778791202071
0.15130928172241742,0.040360042648720965
0.1512936657173939,0.04035231136778332
0.15127808694669923,0.04034459403171728
0.1512625454495073,0.040336890603170424
0.1512470413132371,0.04032920104492796
0.15123157469461085,0.04032152531991194
0.15121614463714966,0.040313863391180746
0.15120075170218025,0.04030621522192845
0.1511853955012506,0.04029858077548405
0.151170076340809,0.04029096001531097
0.15115479340493237,0.0402833529050065
0.15113954725585346,0.04027575940830089
0.15112433679747228,0.04026817948905714
0.1511091628855549,0.040260613111270015
0.15109402519574436,0.040253060239065615
0.15107892446608973,0.040245520836700965
0.15106385779330392,0.040237994868562964
0.1510488283168489,0.040230482299168056
0.15103383358716754,0.040222983093161704
0.15101887474901335,0.0402154972153177
0.1510039513458559,0.04020802463053742
0.1509890633029288,0.04020056530384953
0.15097421137316427,0.040193119200409265
0.1509593931590529,0.04018568628549781
0.15094461018863697,0.040178266524521764
0.15092986268287714,0.040170859883012694
0.1509151504840254,0.04016346632662614
0.15090047171066895,0.040156085821141704
0.15088582849937177,0.04014871833246188
0.15087121922157568,0.04014136382661186
0.1508566441754576,0.040134022269738785
0.15084210401735446,0.04012669362811159
0.15082759855846198,0.040119377868119435
0.15081312556584117,0.04011207495627255
0.15079868741493793,0.040104784859200764
0.15078428299737653,0.04009750754365295
0.15076991239518917,0.04009024297649701
