x, y
9474819866.68208, 0.00003051572617946346
19839710245.443687, 0.0000390902520814061
29946441644.51123, 0.000044394946808510644
39818132778.484184, 0.0000480122571692877
49894039224.75243, 0.000050768963922294176
59673255500.327515, 0.00005279862395929695
70122914499.28717, 0.000054477046716003706
80391476900.551, 0.00005581926456984274
89916387315.53192, 0.00005685649861239593
99718722305.70647, 0.00005785615171137836
109571147844.17986, 0.00005855111008325625
119496782645.55157, 0.00005915095975948196
131233383423.88164, 0.00005963777752081406
139918313875.08188, 0.000060058684088806666
149323777597.96555, 0.000060437673450508797
160967903517.89774, 0.00006072878122109158
169672099564.59753, 0.00006103925763182239
179817362154.66418, 0.00006124913274745606
189450159904.44266, 0.00006143212303422757
200562555388.58707, 0.00006167553191489362
210399568450.6608, 0.00006175213922294173
221288483027.01038, 0.00006182527752081407
232027125958.46338, 0.00006182527752081407
243933263977.18954, 0.00006186546022201666
258328516934.45844, 0.00006192703515263645
269749161946.59576, 0.00006192703515263645
279027472739.1824, 0.00006189089962997225
290363349131.12164, 0.00006187326549491212
304253843486.3022, 0.00006187326549491212
317073170731.70734, 0.00006181862858464385
329857819905.21326, 0.00006178162580943571
338858706122.60626, 0.0000617006822386679
353042037529.38, 0.0000616645467160037
363202712595.8463, 0.00006157493061979649
373856586907.1013, 0.00006148126734505089
384683851577.8523, 0.0000613878931544866
